,Title,District,District ID,price,متراژ,نوع ملک,تعداد اتاق,پارکینگ,انباری,آسانسور,سن بنا,قیمت هر متر
591,ارم 68متر 2 خواب فول امکانات,ارم,4735,"3,950,000,000",68,آپارتمان,2,دارد,دارد,دارد,20 سال,"58,088,000"
592,125 متر 3خواب نوساز در بلوار فردوس,ارم,4735,"8,700,000,000",125,آپارتمان,3,دارد,دارد,دارد,نوساز,"69,600,000"
593,فروش آپارتمان 68 متر در ارم,ارم,4735,"5,360,000,000",68,آپارتمان,2,دارد,دارد,دارد,نوساز,"78,824,000"
594,فروش آپارتمان 81 متری در ارم,ارم,4735,قیمت توافقی,۸۱,آپارتمان,۲,دارد,دارد,دارد,۹ سال,
595,فروش آپارتمان 70 متر در ارم,ارم,4735,"3,700,000,000",70,آپارتمان,2,دارد,دارد,دارد,19 سال,"52,857,000"
596,فروش آپارتمان 53 متر در ارم فوری,ارم,4735,"3,800,000,000",53,آپارتمان,2,دارد,دارد,,20 سال,"71,698,000"
597,فروش آپارتمان 75 متر در ارم,ارم,4735,"4,650,000,000",75,آپارتمان,2,دارد,دارد,دارد,13 سال,"62,000,000"
598,بلوار فردوس 64متر2خواب نوساز به قیمت پارسال,ارم,4735,"4,200,000,000",64,آپارتمان,2,دارد,دارد,دارد,نوساز,"65,625,000"
599,60متر1خواب روبه آفتاب خوش نقشه بلوارفردوس,ارم,4735,"4,500,000,000",60,آپارتمان,1,دارد,دارد,دارد,8 سال,"75,000,000"
600,فروش آپارتمان 93 متر در ارم,ارم,4735,"4,700,000,000",93,آپارتمان,2,دارد,دارد,دارد,16 سال,"50,538,000"
601,فروش آپارتمان 75 متر در ارم,ارم,4735,"4,900,000,000",75,آپارتمان,2,دارد,دارد,دارد,8 سال,"65,333,000"
602,آپارتمان 77 متر در ارم/روبه افتاب,ارم,4735,"4,700,000,000",77,آپارتمان,2,دارد,دارد,دارد,14 سال,"61,039,000"
603,فروش آپارتمان 74 متر در ارم,ارم,4735,"5,840,000,000",74,آپارتمان,2,دارد,دارد,دارد,نوساز,"78,919,000"
604,واحد 75متری ارم,ارم,4735,"4,850,000,000",75,آپارتمان,2,دارد,دارد,دارد,13 سال,"64,667,000"
605,68متر2خواب بسیار خوش نقشه بلوارفردوس,ارم,4735,"4,100,000,000",68,آپارتمان,2,دارد,دارد,,19 سال,"60,294,000"
606,فروش آپارتمان 71 متر در ارم,ارم,4735,"4,150,000,000",71,آپارتمان,2,دارد,دارد,دارد,17 سال,"58,451,000"
607,فروش آپارتمان 95 متر خوش نقشه,ارم,4735,"6,200,000,000",95,آپارتمان,2,دارد,دارد,دارد,11 سال,"65,263,000"
608,فروش آپارتمان 54 متر در ارم,ارم,4735,"3,550,000,000",54,آپارتمان,1,دارد,دارد,,13 سال,"65,741,000"
609,آپارتمان 80 متر در ارم/سرمایه گذاری,ارم,4735,"5,100,000,000",80,آپارتمان,2,دارد,دارد,دارد,نوساز,"63,750,000"
610,فروش آپارتمان 64 متر در ارم,ارم,4735,"5,040,000,000",64,آپارتمان,2,دارد,دارد,دارد,نوساز,"78,750,000"
611,آپارتمان 75 متر در ارم,ارم,4735,"4,500,000,000",75,آپارتمان,2,دارد,دارد,دارد,15 سال,"60,000,000"
612,83 متر/فول امکانات/خوش نقشه/کوی ارم,ارم,4735,"6,200,000,000",83,آپارتمان,2,دارد,دارد,دارد,8 سال,"74,699,000"
613,83 متر/فول امکانات/2خواب/ارم,ارم,4735,"6,400,000,000",83,آپارتمان,2,دارد,دارد,دارد,5 سال,"77,108,000"
614,آپارتمان 133متر. نوساز,ارم,4735,"9,850,000,000",131,آپارتمان,3,دارد,دارد,دارد,1 سال,"75,191,000"
615,فروش آپارتمان 70 متر در ارم,ارم,4735,"4,400,000,000",70,آپارتمان,2,,,,نوساز,"62,857,000"
616,آپارتمان کلید نخورده,ارم,4735,"4,300,000,000",55,آپارتمان,1,دارد,دارد,دارد,1 سال,"78,182,000"
617,116 متر 2 خواب تک واحدی نوساز در بهار شمالی,ارم,4735,"9,250,000,000",116,آپارتمان,2,دارد,دارد,دارد,نوساز,"79,741,000"
618,فروش آپارتمان 76 متر در ارم,ارم,4735,"4,820,000,000",76,آپارتمان,2,دارد,دارد,دارد,13 سال,"63,421,000"
619,فروش آپارتمان 67 متر در ارم,ارم,4735,"4,824,000,000",67,آپارتمان,2,دارد,دارد,دارد,نوساز,"72,000,000"
620,فروش آپارتمان 83 متر در ارم,ارم,4735,"5,400,000,000",83,آپارتمان,2,دارد,دارد,دارد,10 سال,"65,060,000"
621,فروش آپارتمان 55 متر 2خواب,ارم,4735,"3,800,000,000",55,آپارتمان,2,دارد,دارد,,21 سال,"69,091,000"
622,فروش آپارتمان 75 متر در ارم,ارم,4735,"4,600,000,000",75,آپارتمان,2,دارد,دارد,دارد,13 سال,"61,333,000"
623,⭕⭐ فروش آپارتمان 72 متر در ارم⭐⭕,ارم,4735,"4,780,000,000",72,آپارتمان,2,دارد,دارد,,21 سال,"66,389,000"
624,فروش آپارتمان 67 متر در ارم,ارم,4735,"4,600,000,000",67,آپارتمان,2,دارد,دارد,دارد,5 سال,"68,657,000"
625,آپارتمان 80 متر در ارم,ارم,4735,قیمت توافقی,۸۰,آپارتمان,۲,دارد,دارد,دارد,۱۳ سال,
626,فروش آپارتمان 58 متر/فردوس غرب,ارم,4735,"3,700,000,000",58,آپارتمان,1,دارد,دارد,دارد,8 سال,"63,793,000"
627,فردوس غرب بهار جنوبی 120 متر,ارم,4735,"6,250,000,000",120,آپارتمان,2,دارد,دارد,دارد,2 سال,"52,083,000"
628,فروش آپارتمان 100 متر در ارم,ارم,4735,"1,380,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"13,800,000"
629,86متری 2خواب فول ارم فردوس غرب,ارم,4735,"4,730,000,000",86,آپارتمان,2,دارد,دارد,دارد,3 سال,"55,000,000"
630,فروش آپارتمان 122 متر در ارم,ارم,4735,"8,500,000,000",122,آپارتمان,3,دارد,دارد,دارد,نوساز,"69,672,000"
631,فروش آپارتمان 78 متر در ارم,ارم,4735,"4,600,000,000",78,آپارتمان,2,دارد,دارد,دارد,15 سال,"58,974,000"
632,97 متر/سالن پرده خور/فول امکانات/ارم فوری,ارم,4735,"6,700,000,000",97,آپارتمان,2,دارد,دارد,دارد,11 سال,"69,072,000"
633,فروش آپارتمان 75 متر در ارم,ارم,4735,"4,450,000,000",75,آپارتمان,1,دارد,دارد,دارد,13 سال,"59,333,000"
634,فروش آپارتمان 75 متر در ارم,ارم,4735,"4,850,000,000",75,آپارتمان,2,دارد,دارد,دارد,13 سال,"64,667,000"
635,بهار جنوبی 86 متر 2 خواب فول امکانات,ارم,4735,"4,900,000,000",86,آپارتمان,2,دارد,دارد,دارد,18 سال,"56,977,000"
636,فروش آپارتمان 64 متر در ارم,ارم,4735,"3,900,000,000",64,آپارتمان,2,دارد,دارد,دارد,17 سال,"60,938,000"
637,ارم 80متر 2 خواب پاسیو و بالکن دار,ارم,4735,"5,100,000,000",80,آپارتمان,2,دارد,دارد,دارد,11 سال,"63,750,000"
638,فروش آپارتمان 61 متر در ارم,ارم,4735,"3,950,000,000",61,آپارتمان,1,دارد,دارد,دارد,9 سال,"64,754,000"
639,آپارتمان 77 متر در ارم/15 واحد/روبه آفتاب,ارم,4735,"4,500,000,000",77,آپارتمان,2,دارد,دارد,دارد,13 سال,"58,442,000"
640,فروش آپارتمان 63 متر در ارم,ارم,4735,"4,536,000,000",63,آپارتمان,2,دارد,دارد,دارد,نوساز,"72,000,000"
641,فروش آپارتمان 100 متر در ارم,ارم,4735,"7,000,000,000",100,آپارتمان,2,دارد,دارد,دارد,1 سال,"70,000,000"
642,فروش آپارتمان 85 متر در ارم سالن پرده خور / در حد نوساز,ارم,4735,"5,500,000,000",85,آپارتمان,2,دارد,دارد,دارد,3 سال,"64,706,000"
643,84متر2خواب کم واحد بازسازی کامل بلوارفردوس,ارم,4735,"5,800,000,000",84,آپارتمان,2,دارد,دارد,,20 سال,"69,048,000"
644,58متر/فردوس غرب/خوش نقشه ویو دار,ارم,4735,"3,550,000,000",58,آپارتمان,1,دارد,دارد,دارد,15 سال,"61,207,000"
645,فروش آپارتمان 67 متر در ارم,ارم,4735,"5,360,000,000",67,آپارتمان,2,دارد,دارد,دارد,نوساز,"80,000,000"
646,فروش آپارتمان 75 متر در ارم,ارم,4735,"4,600,000,000",75,آپارتمان,2,دارد,دارد,دارد,13 سال,"61,333,000"
647,فروش آپارتمان 85 متر در ارم,ارم,4735,"2,720,000,000",85,آپارتمان,2,دارد,دارد,دارد,نوساز,"32,000,000"
648,فروش آپارتمان 67 متر در ارم,ارم,4735,"4,200,000,000",67,آپارتمان,2,دارد,دارد,دارد,نوساز,"62,687,000"
649,فروش آپارتمان 50 متر در ارم,ارم,4735,"3,900,000,000",50,آپارتمان,1,دارد,دارد,دارد,8 سال,"78,000,000"
650,فروش آپارتمان 70 متر در ارم,ارم,4735,"3,850,000,000",70,آپارتمان,2,دارد,دارد,دارد,19 سال,"55,000,000"
651,پیش فروش واحد120متری/ اقساط / تهاتر/ منطقه22چیتگر,ارم,4735,"780,000,000",120,آپارتمان,3,دارد,دارد,دارد,نوساز,"6,500,000"
652,آپارتمان 62 متر در ارم,ارم,4735,"3,580,000,000",62,آپارتمان,2,دارد,دارد,,18 سال,"57,742,000"
653,فروش آپارتمان 58 متر در ارم,ارم,4735,"3,750,000,000",58,آپارتمان,1,دارد,دارد,دارد,14 سال,"64,655,000"
654,فروش آپارتمان 62 متر در ارم,ارم,4735,"4,100,000,000",62,آپارتمان,1,دارد,دارد,دارد,9 سال,"66,129,000"
655,آپارتمان نوساز 70 متری/کوی ارم/امروز نه پس کِی,ارم,4735,"5,550,000,000",70,آپارتمان,2,دارد,دارد,دارد,نوساز,"79,286,000"
656,فروش آپارتمان 84 متر در ارم,ارم,4735,"6,020,000,000",84,آپارتمان,2,دارد,دارد,دارد,1 سال,"71,667,000"
657,دوخوابه نورگیر در حد نو,ارم,4735,"3,600,000,000",60,آپارتمان,2,دارد,دارد,,12 سال,"60,000,000"
658,فروش آپارتمان 118 متر در ارم,ارم,4735,"7,100,000,000",118,آپارتمان,2,دارد,دارد,دارد,12 سال,"60,169,000"
659,فروش آپارتمان 80 متر در بلوار فردوس غرب,ارم,4735,"6,600,000,000",80,آپارتمان,2,دارد,دارد,دارد,12 سال,"82,500,000"
660,برج مجلل گل نرگس 104متر 2 خواب ویو ابدی,ارم,4735,"7,100,000,000",104,آپارتمان,2,دارد,دارد,دارد,1 سال,"68,269,000"
661,فروش آپارتمان 75 متر در ارم در حد نوساز,ارم,4735,"4,980,000,000",75,آپارتمان,2,دارد,دارد,دارد,1 سال,"66,400,000"
662,فروش آپارتمان 50 متر در ارم,ارم,4735,"3,900,000,000",50,آپارتمان,1,دارد,دارد,دارد,12 سال,"78,000,000"
663,85متر/سوپر لاکچری/بهار جنوبی,ارم,4735,"6,800,000,000",85,آپارتمان,2,دارد,دارد,دارد,4 سال,"80,000,000"
664,فروش آپارتمان 60 متر در ارم,ارم,4735,"3,500,000,000",60,آپارتمان,2,دارد,دارد,,18 سال,"58,333,000"
665,فروش آپارتمان 85 متر در اباذر,ارم,4735,"5,600,000,000",85,آپارتمان,2,دارد,دارد,دارد,14 سال,"65,882,000"
666,فروش آپارتمان 63 متر در ارم,ارم,4735,"5,040,000,000",63,آپارتمان,2,دارد,دارد,دارد,نوساز,"80,000,000"
667,فروش آپارتمان 73 متر در ارم,ارم,4735,"5,840,000,000",73,آپارتمان,2,دارد,دارد,دارد,نوساز,"80,000,000"
668,اپارتمان 68متر دو خواب سالن پرده خور در فردوس غرب,ارم,4735,"4,600,000,000",68,آپارتمان,2,دارد,دارد,دارد,3 سال,"67,647,000"
669,برج مجلل گل نرگس 113 متر 2 خواب کلید نخورده ویو ابدی,ارم,4735,"8,200,000,000",113,آپارتمان,2,دارد,دارد,دارد,1 سال,"72,566,000"
670,فروش آپارتمان 185 متر در ازگل,ازگل,891,قیمت توافقی,۱۸۵,آپارتمان,۳,دارد,دارد,دارد,۱ سال,
671,فروش آپارتمان 108 متر در ازگل,ازگل,891,"10,800,000,000",108,آپارتمان,2,دارد,دارد,دارد,نوساز,"100,000,000"
672,فروش آپارتمان 190 متر در ازگل فوری,ازگل,891,قیمت توافقی,۱۹۰,آپارتمان,۳,دارد,دارد,دارد,۶ سال,
673,فروش آپارتمان 122 متر در ازگل,ازگل,891,قیمت توافقی,۱۲۲,آپارتمان,۲,دارد,دارد,دارد,نوساز,
674,فروش آپارتمان 138 متر در ازگل,ازگل,891,قیمت توافقی,۱۳۸,آپارتمان,۳,دارد,دارد,دارد,۲ سال,
675,فروش آپارتمان 155 متر در ازگل,ازگل,891,"18,800,000,000",155,آپارتمان,3,,,,1 سال,"121,290,000"
676,فروش آپارتمان 139 متر در ازگل,ازگل,891,قیمت توافقی,۱۳۹,آپارتمان,۳,دارد,دارد,دارد,۲ سال,
677,فروش آپارتمان 150 متر در ازگل,ازگل,891,"14,000,000,000",150,آپارتمان,3,دارد,دارد,دارد,6 سال,"93,333,000"
678,فروش آپارتمان 138 متر در ازگل,ازگل,891,قیمت توافقی,۱۳۸,آپارتمان,۳,دارد,دارد,دارد,۲ سال,
679,فروش آپارتمان 185 متر در ازگل,ازگل,891,قیمت توافقی,۱۸۵,آپارتمان,۳,دارد,دارد,دارد,۶ سال,
680,فروش آپارتمان*96متر*فول بازسازی*ویو کوهستان*لوکیشن دنج ازگل,ازگل,891,"8,700,000,000",96,آپارتمان,2,دارد,دارد,دارد,7 سال,"90,625,000"
681,فروش آپارتمان 137 متر در ازگل,ازگل,891,قیمت توافقی,۱۳۷,آپارتمان,۳,دارد,دارد,دارد,۶ سال,
682,فروش آپارتمان 153 متر در ازگل فوری,ازگل,891,قیمت توافقی,۱۵۳,آپارتمان,۳,دارد,دارد,دارد,۱ سال,
683,فروش آپارتمان 200 متر در ازگل,ازگل,891,"2,800,000,000",200,آپارتمان,3,دارد,دارد,دارد,نوساز,"14,000,000"
684,فروش آپارتمان 95 متر در ازگل,ازگل,891,قیمت توافقی,۹۵,آپارتمان,۲,دارد,دارد,دارد,نوساز,
685,96 متر / ازگل/ تک واحدی/ نوساز / خوش نقشه,ازگل,891,"8,600,000,000",96,آپارتمان,2,دارد,دارد,دارد,2 سال,"89,583,000"
686,فروش آپارتمان 230 متر در ازگل,ازگل,891,قیمت توافقی,۲۳۰,آپارتمان,۳,دارد,دارد,دارد,۱ سال,
687,فروش آپارتمان 80 متر در ازگل,ازگل,891,"7,500,000,000",80,آپارتمان,2,دارد,دارد,دارد,6 سال,"93,750,000"
688,فروش آپارتمان 122 متر در ازگل,ازگل,891,قیمت توافقی,۱۲۲,آپارتمان,۲,دارد,دارد,دارد,نوساز,
689,فروش آپارتمان 78 متر در ازگل,ازگل,891,قیمت توافقی,۷۸,آپارتمان,۲,دارد,دارد,دارد,۹ سال,
690,فروش آپارتمان 76 متر در استادمعین,استادمعین,4592,"2,980,000,000",76,آپارتمان,2,دارد,دارد,دارد,3 سال,"39,211,000"
691,فروش آپارتمان 55 متر در استادمعین فوری,استادمعین,4592,"2,150,000,000",55,آپارتمان,1,,دارد,دارد,10 سال,"39,091,000"
692,فروش آپارتمان 65 متر/فول امکانات/استاد معین,استادمعین,4592,"3,200,000,000",65,آپارتمان,2,دارد,دارد,دارد,11 سال,"49,231,000"
693,آپارتمان76متر/دوخواب/فول‌امکانات/تکواحدی/گذر10,استادمعین,4592,"2,500,000,000",76,آپارتمان,2,دارد,دارد,,21 سال,"32,895,000"
694,50متر/آسانسوردار/تکواحدی/استادمعین غیاثوند,استادمعین,4592,"2,200,000,000",50,آپارتمان,1,,دارد,دارد,11 سال,"44,000,000"
695,فروش آپارتمان 70 متر در استادمعین/طوس,استادمعین,4592,"3,600,000,000",70,آپارتمان,2,دارد,,دارد,7 سال,"51,429,000"
696,فروش آپارتمان 93 متر در استادمعین,استادمعین,4592,"4,400,000,000",93,آپارتمان,3,دارد,,دارد,6 سال,"47,312,000"
697,فروش آپارتمان 72 متر در استادمعین,استادمعین,4592,"3,635,000,000",72,آپارتمان,2,دارد,,دارد,7 سال,"50,486,000"
698,آپارتمان 52متر نقلی دامپزشکی,استادمعین,4592,"2,150,000,000",52,آپارتمان,1,,دارد,,26 سال,"41,346,000"
699,فروش خانه و کلنگی 155 متر در استادمعین,استادمعین,4592,"13,900,000,000",155,خانه و کلنگی,5 به بالا,دارد,دارد,,بیشتر از 30 سال,"89,677,000"
700,فروش آپارتمان 85 متر در استادمعین,استادمعین,4592,"3,500,000,000",85,آپارتمان,2,دارد,دارد,دارد,3 سال,"41,176,000"
701,فروش آپارتمان 50 متر در استادمعین,استادمعین,4592,"2,900,000,000",50,آپارتمان,1,دارد,دارد,دارد,6 سال,"58,000,000"
702,فروش آپارتمان 54 متر در استادمعین,استادمعین,4592,"2,000,090,000",54,آپارتمان,1,,دارد,,23 سال,"37,039,000"
703,57 متر پارکینگ دار در استادمعین,استادمعین,4592,"2,400,000,000",57,آپارتمان,1,دارد,,,23 سال,"42,105,000"
704,80 متر / دو خواب / فول امکانات / دکتر هوشیار,استادمعین,4592,"4,200,000,000",80,آپارتمان,2,دارد,دارد,دارد,10 سال,"52,500,000"
705,فروش آپارتمان 95 متر,استادمعین,4592,"2,750,000,000",95,آپارتمان,2,دارد,دارد,دارد,4 سال,"28,947,000"
706,78 متر دو خوابه فول امکانات دستغیب استاد معین,استادمعین,4592,"2,980,000,000",78,آپارتمان,2,دارد,دارد,دارد,4 سال,"38,205,000"
707,فروش آپارتمان 77 متر در استادمعین,استادمعین,4592,"3,250,000,000",77,آپارتمان,2,دارد,دارد,دارد,10 سال,"42,208,000"
708,فروش آپارتمان 77 متر در استادمعین,استادمعین,4592,"3,700,000,000",77,آپارتمان,2,دارد,دارد,دارد,6 سال,"48,052,000"
709,فروش آپارتمان 68 متر در استادمعین,استادمعین,4592,"2,800,000,000",68,آپارتمان,1,دارد,دارد,دارد,4 سال,"41,176,000"
710,53‌اسکندرجنوبی پارکینگدار فول بازسازی شده,اسکندری,894,"1,900,000,000",53,آپارتمان,1,دارد,دارد,,19 سال,"35,849,000"
711,87 متر قدرالسهم دار تک واحد,اسکندری,894,"2,600,000,000",87,آپارتمان,2,,,,بیشتر از 30 سال,"29,885,000"
712,34 متر + 8 متر پاسیو مسقف با پارکینگ//اسکندری،سپه,اسکندری,894,"1,540,000,000",34,آپارتمان,1,دارد,دارد,,18 سال,"45,294,000"
713,فروش آپارتمان 40 متر در اسکندری,اسکندری,894,"1,400,000,000",40,آپارتمان,1,,,,26 سال,"35,000,000"
714,آپارتمان نوساز/کلید نخورده,اسکندری,894,"2,870,000,000",85,آپارتمان,2,,دارد,دارد,1 سال,"33,765,000"
715,فروش آپارتمان 40 متر در اسکندری,اسکندری,894,"1,700,000,000",40,آپارتمان,1,دارد,دارد,,20 سال,"42,500,000"
716,فروش آپارتمان 64 متر در اسکندری,اسکندری,894,"1,500,000,000",64,آپارتمان,1,,دارد,,21 سال,"23,438,000"
717,فروش آپارتمان 47 متر در اسکندری بوستان,اسکندری,894,"1,400,000,000",47,آپارتمان,1,,دارد,,20 سال,"29,787,000"
718,فروش آپارتمان 51 متر در دامپزشکی,اسکندری,894,"2,150,000,000",51,آپارتمان,1,,,,10 سال,"42,157,000"
719,فروش آپارتمان 45 متر در اسکندری,اسکندری,894,"1,600,000,000",45,آپارتمان,1,دارد,دارد,دارد,7 سال,"35,556,000"
720,فروش آپارتمان 39 متر در اسکندری,اسکندری,894,"1,500,000,000",39,آپارتمان,1,دارد,,,22 سال,"38,462,000"
721,آپارتمان طبقه هفتم سه واحد,اسکندری,894,"3,100,000,000",62,آپارتمان,1,دارد,دارد,دارد,11 سال,"50,000,000"
722,فروش آپارتمان 47 متر در اسکندری,اسکندری,894,"2,000,000,000",47,آپارتمان,1,,دارد,دارد,20 سال,"42,553,000"
723,فروش آپارتمان 48 متر در اسکندری,اسکندری,894,"1,600,000,000",48,آپارتمان,1,,,,13 سال,"33,333,000"
724,فروش ویلا درجای خوش آب وهوا,اسکندری,894,"1,950,000,000",400,خانه و کلنگی,2,دارد,دارد,,9 سال,"4,875,000"
725,فروش آپارتمان 34 متر در اسکندری,اسکندری,894,"1,400,000,000",34,آپارتمان,1,,دارد,,22 سال,"41,176,000"
726,فروش آپارتمان 42 متر در اسکندری,اسکندری,894,"1,550,000,000",42,آپارتمان,1,,دارد,,24 سال,"36,905,000"
727,فروش آپارتمان 50 متر در اسکندری,اسکندری,894,"1,765,000,000",50,آپارتمان,1,دارد,دارد,,13 سال,"35,300,000"
728,آپارتمان 90 متری /فول امکانات/کلید نخورده,اسکندری,894,"2,800,000,000",90,آپارتمان,2,دارد,,دارد,نوساز,"31,111,000"
729,فروش آپارتمان 34 متر در اسکندری,اسکندری,894,"1,540,000,000",34,آپارتمان,1,دارد,دارد,,18 سال,"45,294,000"
730,فروش آپارتمان 47 متر در اسکندری,اسکندری,894,"1,350,000,000",47,آپارتمان,1,,دارد,,19 سال,"28,723,000"
731,پیش فروش140مترباپلانهای زیباونقشه اروپایی ازتعاونی ایثارگران,اسکندری,894,"1,960,000,000",140,آپارتمان,3,دارد,دارد,دارد,نوساز,"14,000,000"
732,فروش آپارتمان 42 متر در اسکندری فوری,اسکندری,894,"1,090,000,000",42,آپارتمان,1,,دارد,,19 سال,"25,952,000"
733,فروش آپارتمان 70 متر در اسکندری,اسکندری,894,"2,600,000,000",70,آپارتمان,2,,دارد,دارد,10 سال,"37,143,000"
734,فروش آپارتمان 34 متر در اسکندری,اسکندری,894,"1,540,000,000",34,آپارتمان,1,,دارد,,18 سال,"45,294,000"
735,فروش آپارتمان 63 متر در اسکندری,اسکندری,894,"2,000,000,000",63,آپارتمان,1,دارد,دارد,,18 سال,"31,746,000"
736,آپارتمان 70 متر 2 خواب غرق نور,اسکندری,894,"2,650,000,000",70,آپارتمان,2,,دارد,دارد,10 سال,"37,857,000"
737,فروش آپارتمان 96 متر در اسکندری,اسکندری,894,"3,900,000,000",96,آپارتمان,2,دارد,دارد,دارد,5 سال,"40,625,000"
738,35متر/ 8متر پاسیو/ پارکینگدار/ اسکندری سپه,اسکندری,894,"1,675,000,000",35,آپارتمان,1,دارد,دارد,,18 سال,"47,857,000"
739,فروش آپارتمان 65 متر در اسکندری,اسکندری,894,"3,450,000,000",65,آپارتمان,2,,دارد,دارد,نوساز,"53,077,000"
740,40چهل متری خوش نقشه,اسکندری,894,"1,880,000,000",40,آپارتمان,1,دارد,دارد,,20 سال,"47,000,000"
741,فروش خانه و کلنگی 350 متر در اسکندری شمالی,اسکندری,894,"31,500,000,000",350,خانه و کلنگی,5 به بالا,,,,بیشتر از 30 سال,"90,000,000"
742,فروش آپارتمان 45 متر در اسکندری نواب,اسکندری,894,"1,600,000,000",45,آپارتمان,1,دارد,دارد,دارد,6 سال,"35,556,000"
743,فروش آپارتمان 110 متر اوکازیون، وامدار، قابل تهاتر منطقه 22,اسکندری,894,"1,062,000,000",110,آپارتمان,2,دارد,دارد,دارد,نوساز,"9,655,000"
744,فروش آپارتمان 40 متر در اسکندری,اسکندری,894,"1,400,000,000",40,آپارتمان,1,,دارد,,28 سال,"35,000,000"
745,134متر/3 خواب/کلید نخورده/فول امکانات,اسکندری,894,"6,600,000,000",134,آپارتمان,3,دارد,دارد,دارد,نوساز,"49,254,000"
746,فروش آپارتمان 45 متر در اسکندری,اسکندری,894,"1,600,000,000",45,آپارتمان,1,دارد,دارد,دارد,9 سال,"35,556,000"
747,فروش آپارتمان 40 متر در اسکندری,اسکندری,894,"1,420,000,000",40,آپارتمان,1,,,,19 سال,"35,500,000"
748,فروش خانه و کلنگی 250 متر در اسکندری شمالی,اسکندری,894,"21,000,000,000",250,خانه و کلنگی,5 به بالا,,,,بیشتر از 30 سال,"84,000,000"
749,فروش آپارتمان 48 متر در اسکندری,اسکندری,894,"1,600,000,000",48,آپارتمان,1,,دارد,,12 سال,"33,333,000"
750,فروش آپارتمان 79 متر خیابان فرصت,اسکندری,894,"4,700,000,000",79,آپارتمان,2,دارد,دارد,دارد,11 سال,"59,494,000"
751,فروش آپارتمان 35 متر در اسکندری,اسکندری,894,"1,380,000,000",35,آپارتمان,1,,دارد,,20 سال,"39,429,000"
752,فروش آپارتمان 43 متر در اسکندری,اسکندری,894,"1,540,000,000",43,آپارتمان,1,,دارد,,24 سال,"35,814,000"
753,فروش آپارتمان 63 متر در اسکندری,اسکندری,894,"2,020,000,000",63,آپارتمان,1,دارد,دارد,,24 سال,"32,063,000"
754,فروش آپارتمان 45 متر در اسکندری احمدی سخا,اسکندری,894,"1,600,000,000",45,آپارتمان,1,دارد,دارد,دارد,8 سال,"35,556,000"
755,فروش آپارتمان 45 متر در اسکندری,اسکندری,894,"1,515,000,000",45,آپارتمان,1,,,,21 سال,"33,667,000"
756,فروش آپارتمان 47 متر در اسکندری,اسکندری,894,"1,350,000,000",47,آپارتمان,1,,دارد,,20 سال,"28,723,000"
757,فروش آپارتمان 47 متر در اسکندری,اسکندری,894,"1,300,000,000",47,آپارتمان,1,,دارد,,21 سال,"27,660,000"
758,فروش آپارتمان 45 متر در اسکندری,اسکندری,894,"1,600,000,000",45,آپارتمان,1,دارد,دارد,دارد,7 سال,"35,556,000"
759,فروش خانه و کلنگی 329 متر در اسکندری شمالی,اسکندری,894,"27,000,000,000",329,خانه و کلنگی,4,دارد,,,بیشتر از 30 سال,"82,067,000"
760,آپارتمان 112 متری دو خوابه تک واحدی طبقه سوم,اسکندری,894,"3,800,000,000",112,آپارتمان,2,,,,31 سال,"33,929,000"
761,واحد 47 متر فول دیزاین,اسکندری,894,"1,333,300,000",47,آپارتمان,1,,دارد,,21 سال,"28,368,000"
762,135متر *نوسازکلید نخورده*بر بوستان,اسکندری,894,"6,600,000,000",135,آپارتمان,3,دارد,دارد,دارد,نوساز,"48,889,000"
763,فروش آپارتمان 54 متر در اسکندری,اسکندری,894,"1,570,000,000",54,آپارتمان,1,,دارد,,31 سال,"29,074,000"
764,سه طبقه یکجا,اسکندری,894,"8,360,000,000",152,خانه و کلنگی,2,دارد,,,30 سال,"55,000,000"
765,47 متر / تکخواب/ اسکندری جمهوری آذربایجان,اسکندری,894,"1,600,000,000",47,آپارتمان,1,,,,23 سال,"34,043,000"
766,فروش آپارتمان 50 متر در جیحون,اسکندری,894,"1,650,000,000",48,آپارتمان,1,,دارد,,11 سال,"34,375,000"
767,فروش آپارتمان 41 متر در اسکندری,اسکندری,894,"1,800,000,000",41,آپارتمان,1,دارد,دارد,,20 سال,"43,902,000"
768,فروش‌اپاتمان43متری‌یه‌خوابه,اسکندری,894,"1,700,000,000",43,آپارتمان,1,,دارد,دارد,3 سال,"39,535,000"
769,فروش آپارتمان 61 متر در اسکندری,اسکندری,894,"2,020,000,000",61,آپارتمان,1,دارد,دارد,,21 سال,"33,115,000"
770,فروش آپارتمان 47 متر بوستان اسکندری,اسکندری,894,"1,350,000,000",47,آپارتمان,1,,دارد,,20 سال,"28,723,000"
771,فروش آپارتمان 55 متر در اسکندری,اسکندری,894,"2,000,000,000",55,آپارتمان,1,,دارد,,20 سال,"36,364,000"
772,فروش آپارتمان 47 متر در اسکندری,اسکندری,894,"1,300,000,000",47,آپارتمان,1,,دارد,,20 سال,"27,660,000"
773,فروش آپارتمان 67 متر در اسکندری,اسکندری,894,"1,700,000,000",67,آپارتمان,2,,دارد,,17 سال,"25,373,000"
774,فروش آپارتمان 62 متر در محبوب مجاز شرقی,اسکندری,894,"1,500,000,000",62,آپارتمان,1,,دارد,,21 سال,"24,194,000"
